clean_text,label
First @Walmart now @kroger and others have mandated wearing masks. Hopefully it’s actually enforced and not just a PR move. ,0
"Again, thank you for your service.  But to be fair, at that time there wasn't a global pandemic raging that requires the cooperation of every citizen of this beautiful country.  Please wear a mask, sir.Again, thank you for your service and bravery, sir.#WearAMask ",0
"As a mom who has been through the serious illness of her child, I know with personal clarity that nothing is more important than health, physical and mental health, which are deeply intertwined. #WearAMask &amp; protect your loved ones, directly &amp; indirectly. We are all connected.",0
@rodger Wear a mask and we wouldn’t be having this discussion. That’s all they had to do.,2
"Watching live transmision from #CovidVaccine shipment preparations, literally tears in my eyes. I'm so ready for this, anything that will help us control this #pandemic from hell. Feeling hopeful 😊  Thankful for #ScienceAndTechnology and #frontlineworkers  #WearAMask",0
"@essare7 @asgardianson @KING5Seattle And tRump is gonna tRump without masks, huge rallies, and no social distancing. Yup science! Darwin wins! 🤷🏻‍♀️",2
"@toddjensen99 @BeBopBoop14 And your video of Fauci is from early Feb, prior to evidence of asymptomatic &amp; presymtomatic spread and during our massive shortage of masks. And when COVID-19 was still extremely rare is most of the US.  Case you didn't know, it's endemic now.",2
"@Sandraaa___ @Camquarter12 @apoorva_nyc Wait, question Sandra: why didn’t you wear a mask and stay inside your house the last 20 years for every flu outbreak? Was it because you weren’t educated on how to stay healthy or did the media not share that info with you?",2
"I simply do not understand this. Honestly. It is, for nearly all of us, nothing more than a *very* minor inconvenience, at worst. WEAR A FUCKING MASK. ",0
TRUMP ADVISOR COREY LEWANDOWSKI SPOTTED AT FOOTBALL GAME WITHOUT MASK AFTER SAYING HE WOULD SELF-ISOLATE DUE TO CORONAVIRUS CONCERN,2
"Fuck outta here we heading into wave 3 of the coronavirus, a “ masked insecure” holiday weekend  and ... we’ve purportedly “rounded the corner” where’s the picnic at folks 🧺",2
People are walking around new Orleans with NO MASK ON!! And NOPD isn't enforcing it!! ,0
The reason to wear a mask when flying. ,0
"@kylegriffin1 I love @JoeBiden but the problem isn’t availability of masks.  The problems are: being unwilling to listen to doctors, refusing to absorb info about the virus including how it spreads, and being inconsiderate pricks.Don’t waste $ mailing masks.  Use the $ for vaccine education.",0
"Dear old Jackson County—highest in the state. Unbelievable, unacceptable, and preventable. #WearTheDamnMask #jacksoncounty ",0
Celebrating our third wedding anniversary COVID style @WineryatBullRun #WearADamnMask ,2
Hi. Just checking in. Hope you all are doing okay. We are on lockdown again. Southeast New Mexico is not into wearing masks. Hope you all are doing better.#2020life #WearAMaskSaveALife#catsofinstagram #twitterupdate ,0
"This is a fold out pic that Lyric drew of me. Despite what's going on in the world, she noticed the ""man behind the mask"". I think we could all learn from Lryic about seeing people's true character. #spreadthesoup #lyricbella #Creative #MotivationMonday #COVID19 #characterdesign ",2
"@POTUS Overcoming Covid-19 needs to be the top priority of every individual. Neither my wife nor I, (bother68) have had as much as a common cold since we started wearing masks and religiously social distancing last March. Do your part... if only to protect your self! Just do it!",0
"No. But I am rarely in my car. I keep 2 masks in there, 1 is an N95 &amp; a small bottle of hand sanitizer for when I get groceries or other errands. ",2
"@PatriciaRehmer @Drehms @md_weidner @Maggerdoodle @PatrickDyer1 Ugh, i hope she's ok. Everyone wear a mask!!",0
"Tired of #Covid_19 ? It’s not even close to over! States are not united against the #virus with no national leadership, is going to kill us! #Texas #most #COVID #AmericaNeedsHealthcare #FactsNotFear #BlameTrump #coronavirus #COVID19 #mask #SocialDistance #Washhands ",2
We have having covid cases pop up everywhere ..because we are not requiring masks and all the no mask for me ppl are flooding to vegas. Smh. #covid #lasvegas,0
"@ericeatsout @JenLongdon @Garrett_Archer @MaricopaDems Even dumber if perp did not wear a mask, during a pandemic.",0
"No more children in our community should have to die from COVID. Keeping them safe and healthy is our responsibility. Wash your hands, keep social distancing, and wear a mask. Together, we can stop this disease if we want to. ",0
@PostalSage @1kathyr @space_needle @KingCountyWA @komonews @KING5Seattle @KIRO7Seattle @Q13FOX @toddeherman @jasonrantz @dorimonson @770KTTH it's called social distancing. they don't need to wear masks if they're actively keeping their distance.,1
I wear a mask I wish everyone would ,0
Come on people - Jersey is better then this #coronavirus #WakeUp #maskupjersey #WashYourHands ,0
@ImTHATChristina @KerriJersey Christina I've been working from home full time since October 2019 and I always wear a mask in public places and I haven't gone to the gym in a literally a year.So other than that I guess you could say pure luck.,0
"Day #211 of @DanielleLaPorte #truthbomb""You're invited""#thoughtoftheday #InItTogether #WeGotThisWA #mindfulness #PhysicalDistancing #BeKind #BePositive #wellness #WednesdayWisdom #WednesdayThoughts #StayHome #Thankful #WashYourHands #WearAMask #AloneTogether #TogetherWeCan ",2
"Great. Just great. Driving home from work and I saw a college house party. No masks. Great. My home town is going to go the same way as Pullman,WA and become a Covid hotspot because of college kids....",0
@thomaskaine5 Just ridiculous you would think his priority would be with the seniors down there not being able to get their vaccine for COVID19,2
And wearing a mask in a commercial restroom with stalls six feet apart will prevent you from smelling someone pinching a loaf. I’m gonna be laughing about this cock and bull from #CommunistNewsNetwork #FakeNews @CNN for hours. ,2
Y’all wearing them corona mask now y’all can see what we been smelling lol,2
@djf510 I’ve had the same problem have to wear mask for 8+ hrs at work have already been on 2 rounds of different antibiotics in a month because of bacteria from masks tested negative for covid pre mask mandate where I lived my life of freedom &amp; a month into mandate #MasksDontWork,1
Researchers reject Fox News host Laura Ingraham's misuse of their studies to support mask denialism,2
"@MeghanMcCain You are fist pumping a supposed ""doctor"" that had COVID 19 didn't tell his staffers who also contracted the virus from him and also refuses to wear a mask. You have become a QAnon ass!",0
Heartbreaking. Wear a mask and be safe everyone 💛 ,0
@HKrassenstein @WOMENSMED2020 pass for hair care if you’re on TV a lot? Does trump wear a mask when makeup applied? No way possible!,2
"@Olivia56026406 @GaDPH @ajc Not sure but the next two months will be rough in GA, very rough with overwhelmed hospitals, exhausted healthcare workers and increasing deaths. We need to all #WearAMask and social distance, avoid crowded places, especially with poor ventilation and vaccinate as many As feasible",0
Seriously people mask up and social distance! ,0
"@BradfordPearson It is ok, they all covid free and wearing masks...",2
@realDonaldTrump People are dying of covid at record levels. You lie we see the true numbers. Wear the damn mask.,0
"@JamesLindholm1 No. I have asthma and I wear a mask. Now I will say if there are people with asthma that can’t afford an inhaler, that might be an exception.",2
@Liz_Wheeler @PeteButtigieg The anti lockdown protesters didn't mask or obey social distancing guidelines. The Black Lives Matter protesters were mostly careful to observe safety.... except when being harassed and/or tear gassed and/or beaten or otherwise forced into unsafe situations by police.,0
"“Don’t be afraid of Covid” ....cmon man... how about, “don’t be an ignorant selfish asshole.” #wearamask ",0
"Ok, @Apple ... what good is #faceID when I have to wear a face mask, which makes my face unrecognizable to my phone? I would like my home button back. #bringbacktheiphonehomebutton #iphone #homebutton #homebuttoniphone @AppleSupport ",2
"Hi people of AZ,Please start wearing a mask and start taking Covid seriously. Sincerely, a person who has compromised immune system. ",0
@SpeakerPelosi obviously you're not believing your own rhetoric. Not wearing a mask while getting your hair done in a salon that was supposed to be closed. You don't have that many brain cells. Lay off the vodka. I know you get it free from Russia but still it's showing alot. ,2
"The percent positive  has dropped, but still almost 1 out of 5 people are testing positive. #WearAMask ",0
"Doing my part to stay safe. Healthcare workers are dying of COVID. Help us stop this virus by wearing your masks, social distancing, staying home when you’re sick. Get tested and self quarantine if you’re positive without symptoms. Help us help you! ",0
MASK ON 😷 MR PRESIDENT! ,0
@laurenboebert   Fouchi is mr doom and gloom. He doesn’t know anymore than your family dr.   The vaccine is 90% effective .  What the f _ _ k is he talking about wearing a mask in 2022 ?!?!?!??!,1
"I figure if I have to wear a mask, I can at least try to have a little fun with it and match my outfits. They even had my favorite color - teal! Sorry, not sorry. ",2
Daily reminder that we’re still in a pandemic. #WearAMask #DontGetComplacent ,0
The LEAST y’all can do is wear masks.. Geesh ,0
@Matthew_4_Trump Now they’re saying wear two mask due to new strain of Covid. Total BS,1
"I'm am in no way happy abt poss 2nd wave of covid. Yet, if asked to stay home, social distance, mask...I have no problem complying. We do what we must, I believe.",0
This can’t end  well #MaskUp #COVID19 ,0
@TrueFactsStated Nope I'm back at work in a medical office screening pts I'm a dedicated mask wearer &amp; social distancing when I have to venture out. B4 COVID 19 having a child now 38 w/autoimmune disease I quarantined for a cold &amp; wore masks if I got sickIts what the dr said 2do 2 save her life,0
"This is the worst coronavirus mistake you can make. Medical advice - ""Don't Share Your Air. Wear a Facemask."" ",0
"IDGAF who you are, if i’m going anywhere you BEST believe i’m STILL gonna wear my mask! covid is very real and very scary and i got my daughter to worry about so don’t come around me.. now with everyone not wearing masks it makes me not want to go anywhere even more.. ",0
"seeing covid rates from my small ass hometown hitting comparable numbers to Corpus, which is five times bigger than Victoria, and the RGV, which is SIXTEEN times bigger, is frustrating and worrisome and if any of my baboso ass family isn’t wearing masks rn so help me god jfc ",0
Really wish my Face ID on my phone would work when I have a mask on... 🤦🏼‍♀️ #Rona2020 #CoronaVirus #COVID19,2
amazing that we have to have demonstrations like this to know that having something over your mouth covers your fucking mouth.#WearADamnMask ,0
Fucked. We’re so fucked. Thanks so much all you #maskholes and #covidiots 🤬🤨🤬 ,0
"@PinkyD124 I do, I wear the paper disposable, and a cloth mask over that. ""In for a penny, in for a pound"".",2
"I’m just going to say it, wear your masks, wash your hands and stay safe",0
Ditto this smart lady!  #NoToTheMask ,1
i said it before and i will say it again ... just because you had COVID before does NOT mean you are immune to it for your whole life . start respecting others and stop going to parties . you want this to end but won’t wear a mask and social distance ... 🤔,0
"@LisaHagan7 Yup, I already wear a mask, everywhere.",0
Emmy and Shelby are selling masks!! ,2
"@dakota_mask Good for you. Same for my parents. If Covid numbers are decreasing it’s because, in spite of Covidiots like your governor, the caring citizens of SD really do understand the severity of the situation. God bless!",2
"#wearamask #vote #votebiden #bidenharris2020🇺🇸 @ New York, New York ",2
"Well, they have been saying that when cons come back, mask wearing will be normalized. I suppose I can use this at the next PAX. ",2
And not have to lay off workers during holiday.   #EDD is a mess &amp; can't get $ to out to the unemployed.  Wear a mask but arbitrary orders that leave malls open but restrict outdoor dining is mind boggling.  @CalRestaurants @mtdemocratnews @CBSSacramento,0
"Look I want sports back just as much or even MORE than the next guy. That said, w/ #COVIDー19 exploding nationwide in population centers &amp; states requiring masks, freezing or even going back phases, how the hell can we even contemplate the @NBA, @NHL &amp; @MLB resuming? Just curious ",2
"@TownPorkie @brekarjen @TomFitton @realDonaldTrump Why do say that?I'm immunosuppressed,  post transplant,  post cancer...wear a mask and bring anti bac...I am definitely going out to vote..",0
@seanlamb492 @AndTheBandAides @megynkelly Your welcome. Now go wash ur hands &amp; put a mask on. 🤣😂🤣😂,0
And the social distancing and masks..... ,0
Why fans court side in a pandemic &amp; her mask isn’t on ,0
@TommyBombadil01 @ridgejoan1 @natalie_allison @GovBillLee @BillHagertyTN @DrMannySenate Mask efficacy is debatable. I'm not sold on the microchip theory but vaccines are in the news. Phase 3 Study at Vanderbilt. Mentions of vaccine in @GovBillLee mask ads. How else will they let us open America back up? ,2
"I'm not coming out until people stop gathering in large groups, start wearing masks, and act as if they care about other people. #covid_19 #wearamask @ Chilmark, Massachusetts ",0
Go out and vote! Vote! Vote! Vote! Vote for what’s in your best interest. While you’re out there voting be safe and remember this pandemic isn’t over so wear your face masks.,0
Heartbreaking #WearAMask ,0
This story is from the same day there was a story about FEMA confiscating masks intended for the VA. So bang up job all around. ,2
Wear a mask- Stormtroopers,0
I swear to god if I spent a year of my life doing nothing but work and sitting inside my apartment for me to get Covid from an anti masker at HEB I will fucking k*ll gr*g abb*tt,0
"The “physical work” of moving bouquets of flowers causes her to “not be able to breathe” with a mask on. Try breathing when you have COVID-19. I would feel awful if I gave it to someone. Be self-centered in your own home, not where older people and cancer patients need to shop.",0
@JezebelleBondxx But rioting and burning and looting with no masks and no social distancing so I can't see how these people have any less brains then the BLM ANTIFA crowd so I guess that's different possibly only people that share their politics don't spread the virus right?,2
"At the SAME time, the left is both saying that flu is non existent because of masks working AND saying that Covid numbers are up because people aren’t wearing them. Can’t be both.  I think the very fact that flu disappeared just as Covid rose shows errors with the test.",2
Parents bringing their children out unnecessarily and without masks should be charged with child endangerment ,0
"@thehill According to them they have the right to infect others. They are effing ridiculous with their ""RIGHTS"". YOU cannot yell fire in a crowded theater for kicks. That law should apply to wearing a mask during a pandemic. Obviously DRAFT DODGER supporters.",0
Now we are hearing Dr. Fauci tell us we have to continue to wear masks and social distance even after we receive the Covid vaccine. This does not make any sense. Either the vaccine works or it doesn’t dumber Fosse can’t have it both ways. Perhaps it’s time for him to resign!￼,1
"Day 241/64: Spicy chicken and broccoli. #besafe #wearamask #dinner @ Scotch Plains, New Jersey ",2
"Mind you, who may not follow me, I'm being somewhat sarcastic.  I AM going for one last trip to our diseased pool.  I have literally not left the actual premises more than 4 times since April and always with mask, but I got COVID in March, so might as well watch the world burn..",2
Imagine thinking wearing a mask during this pandemic was infringing on your freedoms as an American. I hope those people look back on this in 20 years with embarrassment and have to lie about what they did just so they can sleep at night. ,0
"You're right, it's irresponsible not to report that over half of the members of the Clemson football team that tested positive are asymptomatic.  It's important to drive home the fact that people can have the coronavirus and not know it.  That's why it's important to #WearAMask. ",0
Wear a fucking mask . ,0
"Come on, America - #MaskUp and #SaveLives! We MUST fix this! #WearAMask #WashYourHands #SocialDistancing #stopthestupid #COVID19 #pandemic ",0
"@Sean hannity, you know it’s because he knows that the entire pandemic, complete with masks, lockdowns , domestic terrorism is a facade! ",1
Can you put a mask mandate on the guns Littleidiot ,2
"@norathoffman @BBstarterMom @the_real_mathis @AOC @realDonaldTrump Thanks, we are basically shut in because I’m immunefragile. So masks, hand sanitizer, hand washing and distance. Since quarantine started in March.. no grocery stores, no Target, no bookstores, hardly any family and zero friend interaction.",0
So we’re just gonna let a COVID-infected Saban with a mask around his chin scream at a ref? Cool cool cool.,2
"North Dakota, which hasn't mandated mask-wearing, now has country's highest infection rate ",0
@AmyDeets I have a similar feeling towards folks posting woke covid memes but then not wearing a mask/social distancing in pictures,0
Mask 😷 DebatingMask 😷 DebaterMaskdebating #StopJERKingOff and wear the damn mask 😷 LoLIt’s always the group of folks that #criticize #Criticize #Criticize with a sprinkle #Stephens and Faux Woke folks. #StopbeingSelfish #coronavirus #COVID19 #N95 #ClothMask ,0
"I pray people start taking COVID seriously. I’m so nervous about leaving my home, I don’t want this to be the last time I see my grandma because somebody didn’t wanna wear a mask around her.",0
Since when did wearing a mask become a law? ,2
It’s gone already on YouTube.  This is the ONLY video we all should be watching. I can’t believe no masks were worn in the making of it.  ,0
"Adopt a Block food distribution this morning, Truitt St Community Center.   Masks, sanitizer &amp; multilingual COVID 19 instruction distribution underway. ",2
"@_MyFamilyChurch Yup. It will. If having a rat name for people who won’t cover their face and wash their hands during a viral epidemic is hurtful, then boo fvcking hoo.  If it shames some of them to wear a mask, it’s worth it.",0
Which is why I wore an N95 mask during my pregnancy! ,0
@LuraSmi26014465 I find that my mask interferes with my peripheral vision. It causes me to trip over small things that I can’t see because the mask is blocking my view. I don’t wear a mask when I drive and I don’t wear the mask when I’m in the open.,1
"And by god, once again, you must mean a coherent COVID-19 response plan including a national mask mandate and contact tracing. ",2
@mwebster1971 @newsmax @tedcruz @GregAbbott_TX @JohnCornyn My first question would be Do you wear your mask even when taking a dump?,2
"@angdicarlo @Glennathletics @JohnGlennHoops Sold out with 6 foot  social distancing, right ?#COVIDisAirborne #MaskUp #covidisreal #pandemic",0
i didn’t even think of it like this until i saw someone else post about it.. but i’m very very scared for corona in the fall/winter. black men walking around in hoodies &amp; masks in the dark just trynna stay warm &amp; covid free. praying for all of our safety ❤️,0
WEAR A MASK!!!,0
"Sorry. But when I see a nose sticking out over a mask, I just wanna punch it. Put your damn masks on all the way people. You look like a fool or an asshole otherwise. Be good to each other. Wear your masks.",0
Great thread- there is some positive virtue signaling with outdoor mask wearing but the risk is low.  Absolutism is not helpful ,2
"Important #COVID lessons from @Pontifex: 1. Wear a mask. 2. Coordinate your mask to your outfit. Check and check, Holy Father! ✅ ",0
Let’s reconnect and make some new business connections @americansocial Wednesday January 27th - 5:30-7:30pm #lasolasblvd #networking #wearamask #amso @ American Social Las Olas ,2
"My stus are masked &amp; in school, need place to store journals etc-we we’d like chair pockets.Desks are full since we can’t share supplies due to COVID-19.This project is $54 away from completion! Every $1 helps! @donorschamps @KevinRickard4 @craignewmark ",2
"the level of selfishness, of entitlement, of absolute disregard for other people you must feel coming to a covid testing site without a mask on is absolutely beyond me",0
@Miabella4u @LeslieM3355 @kaitlancollins Um his reaction to COVID-19 was Useless. He gutted the CDC months before it got here .No he didn't create it .He just said it was nothing. That summer heat would stop it .Said mask were pointless. What a leader he is .POS POTUS,0
I’ll prolly be highly encouraged to being a hospital employee but I prolly would regardless.  Anything to get rid of the mask lol ,1
"@JaroCityKJ @SplitElement @ABC Calln all QAren!My fellow MAGAs. I'm going to follow our leader.Take the hydroxychloroquine get out &amp; exclusively hang w/fellow MAGAs at Rally's. Further, maskless I'm only going to place's that know the pandemic death count is being made up to bring down Rump. Hugs&amp;kisses!🙅‍♂️😘",1
The congressman must go visit his constituents in Lompoc. Spend the day. Eat lunch with them.  Share masks. ,2
"@tedlieu @realDonaldTrump @Surgeon_General @CDCgov Ted, I live Indiana and while shopping for groceries, as I am still self-isolating, I walked into a Sam's club and I saw very few masks being worn. Those wearing masks were openly encroaching on the space of others. All of this during a pandemic.",0
HOW WEARING A MASK COULD BUILD IMMUNITY TO COVID-19Imagine if you touch a door handle that happens to have one virus particle on it and then touch your nose and breathe that particle in.,0
"In the past, I always thoughts Americans would rise to meet and conquer a pandemic challenge with the verocity of everything else they do...I never imagined they’d go in the complete opposite direction.  #JustWearADamnMask😷 ",0
@ Texans: Blame @GregAbbott_TX AND all the morons who are still attending anti-mask rallies and refusing to take safety measures (despite mask mandates county-wide). We never even evolved out of “Square 1.” ,0
"If I’m not wrong, this is the highest total!! Wear your mask #MaskUp ",0
I'm off work on a Saturday.. this RARELY happens. I wish I was going to a wrestling gig tonight.. or hanging out at a bar w/ friends.. something..I hardly ever want to be around people for too long but its finally starting to pick at me. COVID sucks. Wear your fucking masks.,0
"@tribelaw @JoyVBehar (4))s put COVID as the cause of death even if a patient comes in with a gun shot wound, but also tests positive for Covid. So you can blame Trump for the deaths from a virus that we've all had to learn about as we go. The experts cant even agree about mask and shut downs.",2
The only time in 100 years where you could wear a mask and not look suspicious and these fools don't even wear it right🙄🤷‍♀️😂 ,0
"@OmegaWarrior16 @pigeoncarriere @ADAnderson15 @AMysticsTale @KimKimsmokey3 @BRANDONHILTON @rconner77 @taylorswift13 @realDonaldTrump Last we checked, the US has millions unemployed, 100,000 dead from Coronavirus which he deemed a hoax, fired the pandemic team, did not didn't start testing 10000+ from first case and telling people to protests social distancing and wearing masks.",2
Trump has bailed on all of us. Please.lister to doctors and Scientists please. Wear a Mask. ,0
"@CharlieMonk @ItsMe04379240 @BerryRose24 @brent858 @KyleKulinski @PeoplesParty_US @RoKhanna @ShahidForChange So there's a vaccine right now rolling outHonestly, if people had worn their goddamn mask in the first place we'd probably be in a lot better position like japan for example but we had a egomaniac in office",0
THEE!GREATEST!GOD!OF!ISRAEL!AMEN!DOES!NOT!WEAR!A!MASK!AMEN!AMEN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ,2
@KinTanTee1 @GOP @realDonaldTrump Anyone at his rallies that sits on back of him are told they must wear a mask. A camera stunt.,2
"@boisestfbfan Coronavirus: Analysis shows cases rise in areas that don’t require masks, like Idaho",0
"Glocc 19 not covid 19 , put on my mask",2
"Covid19 tests at Costco 129.00$ ""OH MAKE SURE YOU WEAR YOUR MASK AND BILL IT TO THE Gov. Office Thanks Kimmy!!",0
"Careful out there, California ❤️❤️❤️#InThisTogether #WearAMaskSaveALife #EatGoodful #BeGoodful ",0
@McDonalds i was today at @McDonalds at champions gate FL. With the #covid and #pndemic going on now. The manager took the old fries what they gave me with no gloves and no mask like nothing. When i asked him if he knows the pandemic is on he just start laughing.,0
#SisForSunday #LinkUp#Mask#MaskOnCollectionAll of our masks come with a **BONUS** PM2.5 Filter!!! #Shop 😷😷What color do you want?? #linkinbio #Covid19 #CoronaVirus #ProtectiveMasks #DCTStyles… ,2
It would be ironically poetic if #trump super-spreader rallies caused so many of his supporters to catch #COVID19 they would be to sick to #vote #COVIDIOTS #MaskUp #FactsMatter #ScienceMatters,0
@OlDogDavid83 @amyklobuchar So a mask protects others not you. So your freedom could impact others. If you are asymptotic you could inadvertently expose others to COVID. The mask while important is in place to protect others. Right?,2
@charliekirk11 Believe me... nobody wants President Trump to die! He took the risks. Nobody made him NOT wear a mask! We want him to lose!!! There is a YUGE difference!,2
TAKE OFF THE MASKS. ,1
Cmon blues I have a mask that supports you that I’ll wear next week.,0
If i gotta wear a mask during conditioning on Wednesday I’m gonna die,1
It's just gonna be a long however long it takes for my doctor and insurance to approve the new mask and have the company send it to me. Do you think if I just wear it from 8-midnight every night they'll get mad at me for cheating? ,2
meanwhile we have actual idiots holding anti masks protests 😞😞 Taiwan im so jealous ,0
“Dammeier said Pierce County didn’t plan to mandate face masks in public.”Astonishing to watch @brucedammeier surrender to #COVID19. Pushing pro-pandemic policies to hasten the spread of coronavirus while healthcare workers are still battling the virus.,0
@slmandel He should just wear a mask and it will all be fine.,0
"Mask up, Mississippi ",0
Perdue Bus stop! Tomorrow at 2pm at Shot Spot in the parking lot! Stop by! Masks and social distancing encouraged. Questions and support welcome! @ Shot Spot ,2
Don't want to mask up like everyone else is doing ?       Karma... ,0
"@MarkMeadows Breaking news, Mark Meadows tested positive for coronavirus. The man who wouldn’t wear a mask. I’m shocked! Shocked, I say.",0
New Halloween shirts and drawings coming. Check out my store  #Halloween #art #comic #drawing #PumpkinSpice #pumpkin #mask #maskrequired #rnc #RNCConvention2020 #tshirt #tees #costume #Halloweencostumesfor2020 #2020 #Crypto #coronavirus #COVID19 #FolloMe ,2
"I would say 99% of people are wearing their mask #Queens #NewYork (@ Flushing Meadows Corona Park - @nycparks in New York, NY) ",2
Staying safe and collaborating in the classroom during COVID-19 with @GetKahoot #teachinginapandemic #Classof2021 #BritishLiterature #MaskOn ,2
we’re gonna be dealing with covid for a long time. thats why im already use to this mask shit,0
"@KamalaHarris I wear a mask, and you free the guys of them weed charges. Deal?",2
@ABC7Chicago Gah fuck yaself. We know masks work. I’ve been at home with Covid for two weeks - and he’s entitled people like you who flaut recommendations and perpetuate the virus.,0
if you still haven’t voted.. i would definitely NOT mail your absentee in.. either wear a mask and drop it off or vote early in person if you want your vote counted,2
"The only place to have #lunch #redsjavahouse #redsjavahousesanfrancisco #sanfrancisco #bayarea #baybridge #weekend #relax #wearamask😷 #besafe #fonseca #fonsecashow #aaronfonseca_official @ San Francisco, California ",2
Just wear a goddamn mask Karen.. sheesh! I love the way she wanted it to be filmed for evidence and instead we all get to enjoy a bit of satisfaction watching her get dragged 🤣 the irony of it all 🤣 ,0
@KKirchartz @Writer_DG Yes.  Someone with asthma and COPD better NOT get covid.  Wear a mask.,0
“Its my constitutional right to not wear a mask”  ,1
Things are shutting down again. Wear a fricken mask people,0
"Not sure how many times, but I've eaten out. Wear a mask, tip big and be kind. As a restaurant manager I know how badly a lot of these workers rely on people eating out again to live and pay bills. But I can also understand why people would avoid eating out as well. ",0
"@RampCapitalLLC @ClayTravis I've raised 2 awesome, independent thinking, smart, and kind kids who understand that rules are rules sometimes. Put the mask on the 2 year old or go home. Parenting is not easy.  And 2 year olds don't get to dictate what they wear during a global pandemic. #alreadyentitled",0
Remember how everyone said that Covid wouldn’t  last in the AZ heat ... lol #MaskUpAmerica,0
@SenKamalaHarris If mask works why do you have to social distance if social distance works why do you have to wear a mask,1
"Do you need a new mask? I’ve got from #RibbonMaker to #MaskMaker. This time, it’s to keep my small business (costume and FX shop) from closing.  Covid has hit my business pretty hard. So now I’m doing things to keep open.#BuyAMask #WearAMask #SaveALife  ",2
This girl drug her chair to the middle of the break room because there’s a person at every table &amp; goes “sorry social distancing hehe” but sis isn’t even wearing a mask... trust me girl no ones offended you’re just dumb,0
"Wear a mask, Wash your hands, And keep your distance!!",0
@mtgreenee Wear a mask.,0
"@SharpeWASP @RexChapman Where in the Constitution does it say the words ""pandemic"" or ""masks""? Go ahead, I'll wait!",1
Coronavirus Briefing: What Happened Today: Research shows that counties that have forced residents to wear masks in public have had fewer infections.  (vía NYtimes) ,0
Tom is handling COVID like I wish most bosses would... your INDUSTRY depends on you wearing a mask... do it or don’t plan to work #WearADamnMask  😷😷😷 ,0
"Maybe don’t go watch any comics in 2020? It’s not safe. But, maybe in 2021, if y’all are good and you wear a mask THEN you can go watch @JanelleJComic when the coast is clear. She’s great!  ",2
In person instruction is great when it can be done safely . #MaskUp #keepsafe #WearAMask #horse #Boxers #rescuehorses ,0
Well well well Eastern WA and N Idaho with the confederate flag and malitia with AR-12 saying “what COVID-19?”  Look what’s coming for you and in a big ass way. Stupidity is not rewarded !!  #WearAMask,0
@henrymcmaster and @TreyWalker 39 more deaths were added to your body count today. Top medical officials all over the country have expressed that SC needs to shut down. The least you could do is #mandatemasksSC for #COVID19 ,0
"Wear a fucking mask, pt. 732 ",0
@rozgab @Jill_Gregory Wear a mask. May increase your chances of living another 40. Best wishes.,0
A punk rock utopia. Mask up y’all. ,0
"Hey Karen,We have been training at gyms in Tennessee for weeks, so you’re “Wait two weeks” bullshit won’t work.No outbreaks, no deaths and no masks. People can exercise and be among peers again. You are free to never lift, as I’m sure you never have anyway. Leave us alone. ",1
bro slide with a covid mask !,2
Hi! My name is Tina and I live on Vashon Island.😷 I wear a mask because I believe the medical experts who advise that wearing a mask will reduce the spread of Corona Virus.😷 I wear a mask to protect my community… ,0
This is exactly why we need to #maskuputah so we can can protect the vulnerable and not put families in this kind of position 👉🏽 ,0
Y’all this is why we still have Covid smh don’t be like Josh #WearADamnMask ,0
Wow! #WearAMask in style! ,0
It’s funny how the only people we ever gotta get into a whole argument with or told they got a “medical condition” when you tell them to wear a mask is yt people. When you tell black people they just be like aight and keep it moving,2
"@Chandaliapink @davenewworld_2 @MsTeamKK Masks? Unless you are wearing an N95 that’s been properly fitted for your face and follow the proper procedures before, during, and after wearing it your mask is doing jack shit in stopping the spread of a virus that’s smaller then the latticework of cotton",1
But our governor thinks “we’re a fine people” who will wear our masks without being told to do so. 😒 ,2
"I go to work for over 8 hours a day and have classes at the college that are 2-3 hours long, wear a mask the entire time,while having asthma and Im still alive, so its not that hard to wear one for maybe 30mins in target and other stores.Grow up. ",0
So @Lyft please check on ya boy Bodhipal! Cause he’s either blind or racist! Black guy running up to ya car with a mask on and you peel away. Umm care to explain? Btw... this is the profile pic they see when they’re coming to pick me up. So he must be blind! #covid #Masks ,2
"“wear a mask, it’s a sign of respect”a gerente da OMS, terror do bolsonora #vmas",0
Just had the police called on me because I refused to wear a mask.  @MorningAnswer @dbongino @AmyJacobson @realDonaldTrump @RealCandaceO ,1
The last time I was out.#WearAMask ,0
"@Chrisness 400,000 Dead because of her?! Yikes... Now THAT is a crazy generalization - Thank you for proving you are a moron. Plenty of folks I know got COVID-19 being responsible mask wears. Go away crazy person",1
Thanks for visiting and sharing @magmaeA #inamericaflags #howcouldthishappen #wearamask ,2
Imagine if you asked your surgeon to wear a mask and gloves and they told you it was tyranny,0
I don't know... I'm skeptical. This line is a hoax.#covid19 #wearadamnmask #wearamask😷 @ North Park ,0
"@CNN @ABC @NYTIMES @WASHINGTONPOST @MSNBC @CBSNEWS @FOXNEWS @AP @BBCWorld @ReutersSeth and Yamiche, Republicans with Trump wanted to prove they were He-men and She-Women not wearing a masked. Blaming the Democrats and the Media,! creating a hoax virus claim to hurt the economy. ",2
